source,place_id,name,address,postcode,lat,lng,opening_hours,rating,review_count,price_level,business_status,website,editorial_summary,photo_reference,streetview_url,place_types,price_manual,notes
google,ChIJc6vONQI-e0gRkMGpFyFZ8FI,Bescar Methodist Church,"Scarisbrick, Ormskirk L40 9QS, UK",L40 9QS,53.621372,-2.917398,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.621372,-2.917398&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJYVb2nQI-e0gRQeysC2dTC_A,Bescar Lane,"Scarisbrick, Ormskirk L40 9QN, UK",L40 9QN,53.6238544,-2.9147396,,4.5,4,,OPERATIONAL,https://www.northernrailway.co.uk/stations/bescar-lane,,ATCDNfXgy_1wyc5W6Rt08kwb41hJZ5Vz3KgpCsVe4Cf8JquDfWs7SlcV5YIIq9bhnbLxdw_mIxmTfvo6W5SS5Hf30Bc0XejjFGuwagpBeGBAq1jAAgrVWBbMDRx2SmR58P7hiOxrWq8Fzy6fPoUt37tDhyWp-wYU6R8IqUeNWdq2F1EmwI6wYHPQCtrXh32wim9KUKdD8MVJVXcxrnIgbBS3o4zn7AargXaU-5hEcEalmYO3MX28RhRJXvdo-6dTYrSwqRpaPNlURZlV9Yln2w0E_Nrm3TiEToSuQsU3xmcceNg12-MZdyE5qRwuIHcOw98QgLTZYW0gKZZ0Sd86uN9N0VHivIyNgWHjeftF5cpwwAIH-t-bboX8IHnDBej_Mp29nqppqH5ArxUR_m1YF89r_DWvlJAvZzsUZqyqTampNnXlnxAU,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.6238544,-2.9147396&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,train_station,transit_station",,
google,ChIJB-bf2f09e0gRPdptnR4C6ao,St Elizabeths RC Church,"Scarisbrick, Ormskirk L40 9QB, UK",L40 9QB,53.612606,-2.920382,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.612606,-2.920382&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJ4zZA1_09e0gR9fTJ7Rog5W4,St Elizabeths RC Church,"Scarisbrick, Ormskirk L40 9QE, UK",L40 9QE,53.612522,-2.92038,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.612522,-2.92038&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJkzMAFv09e0gRzOcTHxZogoY,Everard Close,"Scarisbrick, Ormskirk L40 9QJ, UK",L40 9QJ,53.61282,-2.925103,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.61282,-2.925103&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJo0wnR3kWe0gRt1ZHOhkfcWk,New Lane,"Burscough, Ormskirk L40 0RP, UK",L40 0RP,53.61170079999999,-2.8673317,,2.8,4,,OPERATIONAL,https://www.northernrailway.co.uk/stations/new-lane,,ATCDNfX5IFwPkXN-eQB07e_tkLHFj52bENNfdPtGZs9KBqSRretfMFo2uN6I5VWcaFvKvArWeWl-PRO2RtOE7mZpaj8kMg-blS3gItcPs_0qp7ZjN2DWcxTzAS2SVYlltkCKEqh0eZLmIRJmiIKY9eFN9wdPIVk9CDW5hI1J3mly0SvI5N0t_5E-xv0EgVNGcd44YChloklRa_9glZJYljS42RmOutQ0SrtJqE_6q4HYND7wxpnV_Kw2t68yIEijxEsMyY-SxUL84lKiNKAYOukVZ2nRlRD9ohKKh5eVKPBsGXpWKtqH9tkm-V1-I99fsDmz22VKiKAeounL2UyeHylLymZxCoZpBPWTCaMhBsThHMNyIXJZzZaxY95z0HVGzMDu8O-5LLERyb2WccBMr8MBvtAMf7QcCev6jwOOALlaXcbhEXeEiUw585XFZpfAdKX5,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.61170079999999,-2.8673317&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,train_station,transit_station",,
google,ChIJjaCFOzY5e0gRdzlWHVojO7k,Grosvenor Road,"Southport PR8 2JA, UK",PR8 2JA,53.634438,-3.031651,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.634438,-3.031651&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJWfTBIzY5e0gR-_Jg6jsNBGA,Westbourne Road,"Southport PR8 2HZ, UK",PR8 2HZ,53.63399099999999,-3.031368,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.63399099999999,-3.031368&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJnyGuG0o5e0gRrgb-6wUrxrE,adj Lancaster Road,"Southport PR8 2LE, UK",PR8 2LE,53.632742,-3.028744,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.632742,-3.028744&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJyTfhHEo5e0gRssQedfsDWPg,Lancaster Road,"Southport PR8 2JF, UK",PR8 2JF,53.63284299999999,-3.029117,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.63284299999999,-3.029117&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJR8zLEEo5e0gR6uSHqttdTDI,Lancaster Road,"Southport PR8 2JG, UK",PR8 2JG,53.632641,-3.028371,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.632641,-3.028371&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJtRF4_zQ5e0gRBAdkleHYYUo,adj Oxford Road,"Southport PR8, UK",,53.6365735,-3.0263645,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.6365735,-3.0263645&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJE6w3qzU5e0gRDpo1x7qr_lU,Oxford Road,"Southport PR8 2JR, UK",PR8 2JR,53.63636,-3.026692,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.63636,-3.026692&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJEWCHCkw5e0gRDn9kIDtHWuM,adj Selworthy Road,"Southport PR8 2NR, UK",PR8 2NR,53.6282175,-3.0273715,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.6282175,-3.0273715&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJcaBQ-TQ5e0gRLG-lRe-f6i0,Oxford Road,"Southport PR8 2LB, UK",PR8 2LB,53.63678700000001,-3.026037,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.63678700000001,-3.026037&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJx70180s5e0gRiw-VIrv8MjM,Selworthy Road,"Southport PR8 2NG, UK",PR8 2NG,53.628677,-3.027231,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.628677,-3.027231&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJc_1O9ko5e0gR2I5lQnAogAk,Waterloo Road,"Birkdale, Southport PR8 2JQ, UK",PR8 2JQ,53.631874,-3.025751,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.631874,-3.025751&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJgQOQ_ko5e0gRHSsmKEl21v4,adj Grosvenor Road,"Birkdale, Southport PR8, UK",,53.63121599999999,-3.0254555,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.63121599999999,-3.0254555&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJbyJY8Eo5e0gR8ScIQCTWkqA,adj Waterloo Road,"Birkdale, Southport PR8, UK",,53.631811,-3.0252505,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.631811,-3.0252505&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJr8lsuHQ-e0gR3CVOp9__Aic,Snape Green,"Scarisbrick, Southport PR8 5LN, UK",PR8 5LN,53.618237,-2.94167,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.618237,-2.94167&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJo6nLwUwUe0gRVoOON4Zxb0Y,Smithy Lane,"Holmeswood, Ormskirk L40, UK",,53.6446895,-2.8617445,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.6446895,-2.8617445&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJAfVLwEwUe0gRWlQDHZA9aYM,Smithy Lane,"Holmeswood, Ormskirk L40 1TY, UK",L40 1TY,53.644661,-2.861782,,5,1,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.644661,-2.861782&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJOQLQwUwUe0gRdBK03HI-N5A,Smithy Lane,"Holmeswood, Ormskirk L40 1UH, UK",L40 1UH,53.644718,-2.861707,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.644718,-2.861707&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","bus_station,establishment,point_of_interest,transit_station",,
google,ChIJX12hhEgUe0gRQw8AVMUDn_A,Sandy Lane,"Holmeswood, Ormskirk L40 1TX, UK",L40 1TX,53.6413305,-2.8500515,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.6413305,-2.8500515&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJ6U_ohEgUe0gRL_Qdsn-GEcQ,Sandy Lane,"Holmeswood, Ormskirk L40 1TX, UK",L40 1TX,53.641304,-2.850172,,5,1,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.641304,-2.850172&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJZe9Hg0gUe0gRWNgXsp-llsk,Sandy Lane,"Holmeswood, Ormskirk L40 1TX, UK",L40 1TX,53.641357,-2.849931,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.641357,-2.849931&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJoxzeu2oUe0gRAMTxqgm3kM0,Mere Sands Wood,"Ormskirk L40, UK",,53.639303,-2.8348105,,3.5,2,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.639303,-2.8348105&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJUVrFu2oUe0gRPxh5jvdLeC8,Mere Sands Wood,"Rufford, Ormskirk L40 1UE, UK",L40 1UE,53.639263,-2.83484,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.639263,-2.83484&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJvTZYuWoUe0gRktJApc0XMZM,Mere Sands Wood,"Holmeswood, Ormskirk L40 1TG, UK",L40 1TG,53.639343,-2.834781,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.639343,-2.834781&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJNeh1MhEUe0gRGjb4mjA7isk,Highsands Avenue,"Rufford, Ormskirk L40 1TN, UK",L40 1TN,53.631077,-2.828221,,5,1,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.631077,-2.828221&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJA_lxCxIUe0gR00rykqYifVI,Cousins Lane,"Rufford, Ormskirk L40 1TU, UK",L40 1TU,53.634468,-2.822525,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.634468,-2.822525&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJGRgvZq8Ve0gRkxGpvemw3PY,Woodlands Caravan Park,"Preston PR4 6JS, UK",PR4 6JS,53.6520805,-2.8766695,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.6520805,-2.8766695&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJUWM5Zq8Ve0gRjEwumJ-fT9M,Woodlands Caravan Park,"Preston PR4 6JS, UK",PR4 6JS,53.652058,-2.876714,,4,1,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.652058,-2.876714&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJSwaBaK8Ve0gRtNkQ6mLpA_U,Woodlands Caravan Park,"Preston PR4 6JS, UK",PR4 6JS,53.652103,-2.876625,,1,1,,OPERATIONAL,,,ATCDNfVZX4Sz6TU4BO1EBcsQ3IbpgU0FvCmMU11ub7uYH9Gz3vmq2KVQOqyQrpbLBTfAPuM3CQUf_iAmKa-LYdesovN5yhwCw3wZ7wnVAsvtpTGU6BOZRLbGCF6RVvi7NMpEmG87T_v89R21KGkySzQU8Wif8tJ9DNWaY8UYhrwPbBEsokoyMKkFplODQ3bce3GewFhiwKXM66fLwCtcEopeCDI01H7Tlnp3Fwp1kJjyzKpwDeH0mFcBu_cdYq4e1zZ0J4POHtoSjqA3foom7zqoh1S83wkg6CUJ4CjDy2jUBSjuuw,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.652103,-2.876625&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJ9crzQGUUe0gRKIIf_I4PHhE,Sandy Lane,"Rufford, Ormskirk L40, UK",,53.65069399999999,-2.825284,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.65069399999999,-2.825284&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJmxhRQGUUe0gRk4_4CkIznvs,Sandy Lane,"Rufford, Ormskirk L40 1SE, UK",L40 1SE,53.65090199999999,-2.825674,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.65090199999999,-2.825674&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJHRHrBdg_e0gR7Kh9LzxQ2Vs,Brooklyn Caravan Park,"Southport PR9 8BU, UK",PR9 8BU,53.66946799999999,-2.919979,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.66946799999999,-2.919979&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJYdHmBdg_e0gRj_g2YFyvpWI,Brooklyn Caravan Park,"Southport PR9 8BU, UK",PR9 8BU,53.66946799999999,-2.919911,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.66946799999999,-2.919911&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJ67-ZBdg_e0gRKlitgvMAO5w,Brooklyn Caravan Park,"Southport PR9 8BU, UK",PR9 8BU,53.66946799999999,-2.920047,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.66946799999999,-2.920047&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJQUo8mQsVe0gRmNN7TVUco7M,by Southport New Road,"Mere Brow, Preston PR4, UK",,53.66308,-2.8881575,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.66308,-2.8881575&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJKSPcxgsVe0gRwgswRjnRnJw,Primary School,"Mere Brow, Preston PR4 6JX, UK",PR4 6JX,53.6624795,-2.8866915,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.6624795,-2.8866915&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJfd5mAQkVe0gR1rqE9BNkFGY,Legh Arms,"Mere Brow, Preston PR4 6JX, UK",PR4 6JX,53.6619545,-2.882156,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.6619545,-2.882156&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJuWh6dgsVe0gRkYQrJ1SQHXU,Southport New Road,"Mere Brow, Preston PR4 6JB, UK",PR4 6JB,53.663204,-2.888841,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.663204,-2.888841&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJu3MVxwsVe0gR55bQ9YRUYlc,Mere Brow Primary School,"Mere Brow, Preston PR4 6JX, UK",PR4 6JX,53.662457,-2.886812,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.662457,-2.886812&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJl8S6xgsVe0gRY9Q7rdKDDFw,Mere Brow Primary School,"Mere Brow, Preston PR4 6JX, UK",PR4 6JX,53.662502,-2.886571,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.662502,-2.886571&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJsa9slgsVe0gRb830pzrHPDI,The Gravel,"Mere Brow, Preston PR4 6JX, UK",PR4 6JX,53.663048,-2.886795,,5,1,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.663048,-2.886795&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJuTDjBQkVe0gRpCu4qdFUTqE,Legh Arms,"Mere Brow, Preston PR4 6JX, UK",PR4 6JX,53.661983,-2.882641,,3.7,3,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.661983,-2.882641&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJs1Jh_ggVe0gRS88eSSLHCvM,Legh Arms,"Mere Brow, Preston PR4 6JX, UK",PR4 6JX,53.66192599999999,-2.881671,,,,,OPERATIONAL,,,ATCDNfVhl6DCr9LnkHE1m4-YHg9KmIx4yWTcE7VEML_wDRJScsTKQZ9MeG4Fcs8uWJ-T0WlD8kOMUlLC0jVccgy52jmPpujUi6-Cffwy_icOckY1uSKeXQyjBc5W0nbZIK98huELoiDWYBWwLhEj9Z_vd2THfx255YcsKt13V-R3RoNofcyJ9QyI-4GRlZqG6s0lU9qe3woGi112dw8TMmtrctw69WIoYocF7bQLJmJ1OBymx8hw___XzbF1xehoC2TP0NjqTeD6hX66kSw06UsSXnUDt6NpweYDRROixchh_YnJU4WLbPJKxk0MBIMHQb4iuJLXsgw9DvPR_qNp8hJDSlcNlENDhE5wIbf4ZDWtcVIDF_ZxcqJ6WXXzz9dO1toIq_6rmmyHaubbL227Dd48md1YqDgf3x4c5sb1w9IwSuvGtw,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.66192599999999,-2.881671&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJY45ZcPsUe0gRE81vsnbY764,adj Southport New Road,"Preston PR4, UK",,53.668167,-2.858114,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.668167,-2.858114&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJ806eW4gUe0gRvU3kBTPrskk,by Green Lane,"Preston PR4 6HR, UK",PR4 6HR,53.662447,-2.8272535,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.662447,-2.8272535&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJ569WRiA_e0gR3qF_mvHEzEU,Albany Road,"Southport PR9 0LA, UK",PR9 0LA,53.65795499999999,-3.00054,,,,,OPERATIONAL,,,ATCDNfUvRaOCbQjKkg_woo1-LyaURO9mJVMUwx3nTfY_Gi4r0bF0bzGJ3LzGIcxioYasGgRLGBGoa-G5sJwOtlUVBS2hPfoVJrIRvPpaAFhJeU2F0vNaJxwitkCX7lIjCKBrgbMzepna-_EpK2z_GLOTYhhMWLJzIMpabxbHq4PKtAHA2bOLRoRtVWZLGB6Ef3JHSma_xAF0aMHIv8ZJCZdP0Rq96alSdiBUIx2m1c_qaZcyQzUj74nBL4EyR0VJg04_9wf6_slI5DRgsdT4R-ais96z2RBGVdR6kxpHaowUKsweUwRxAk0zqB0Gozh4u2Z6B2tvUQZdZ29Z-EMaz-x2sFLffnMwi_7-A6q7Aedby53U4fvetbEVBIcCTSf--U1JEuUlQ3WYI_taDBMOt3AVVx15UuVImKpiFNXuvVxamgnfqsVY,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.65795499999999,-3.00054&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJQyjWrB8_e0gRAYmvsmE53Dg,Knowsley Road,"Southport PR9 0JS, UK",PR9 0JS,53.658367,-2.995329,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.658367,-2.995329&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJkUanUh4_e0gRdz4Rx9xDxEY,Knowsley Rd,"Southport PR9, UK",,53.6581975,-2.9952115,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.6581975,-2.9952115&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJhxH9TB4_e0gRUwrJSWW-qhI,Avondale Road North,"Southport PR9 0JN, UK",PR9 0JN,53.65802799999999,-2.995094,,,,,OPERATIONAL,,,,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.65802799999999,-2.995094&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
google,ChIJfxf6FCA_e0gR26jsBZ76cqw,Promenade,"Southport PR9 0JD, UK",PR9 0JD,53.6570888,-2.9999227,,4.7,3,,OPERATIONAL,,,ATCDNfVkk7m_0LIPiHcmhxCE99JjQEQKIyHeMJghjJK1LV2OicSRQvYyrw-Gj84GV2L791pIFC1napCHKNuG4WroOQJuC0ANtNWb-KHWetY9ufMaIiq3fgUs5-BEhzUAfPA5z_as6KAnntJFMZgAvEhfaSEx4cFriue-Ls5RVDFMe8tnefbFgODXEzmybq28N7tO3XNNAfTXPEAj597AmGxQNYu8dH8yChx6FkDULgUE7t0qiW0wtAVBFKQtGoS5fqwkmfJ-8vzRK3BYlrNj4Zhcq-l5ghmyE0gd3YWYdsgXLw3XUFOJvKGzDk1Wu32t-UyhDL-TuU4REIpBCjwrZc6HA8byVWAlkMiI5f-o7S-5kAsscgGxsHqcpL0iWzv_rm876PoUdEcPB8u6Wf-12RISmwvbuXg1_AFKzJL5HYi7RGHWEQ,"https://maps.googleapis.com/maps/api/streetview?size=1200x800&location=53.6570888,-2.9999227&fov=90&source=outdoor&key=AIzaSyBr0c6BS47NvWZdsRGXWjFuDX_sBZJY0DE","establishment,point_of_interest,transit_station",,
